RT,HH_ID,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPEHUGQ,ACCESSINET,ACR,AGS,BATH,BDSP,BLD,BROADBND,COMPOTHX,CONP,DIALUP,ELEFP,ELEP,FS,FULFP,FULP,GASFP,GASP,HFL,HISPEED,HOTWAT,INSP,LAPTOP,MHP,MRGI,MRGP,MRGT,MRGX,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SATELLITE,SINK,SMARTPHONE,SMP,STOV,TABLET,TEL,TEN,VACS,VALP,VEH,WATFP,WATP,YRBLT,CPLT,FINCP,FPARC,GRNTP,GRPIP,HHL,HHLANP,HHLDRAGEP,HHLDRHISP,HHLDRRAC1P,HHT,HHT2,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PLMPRP,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXAMT,WIF,WKEXREL,WORKSTAT,FACCESSP,FACRP,FAGSP,FBATHP,FBDSP,FBLDP,FBROADBNDP,FCOMPOTHXP,FCONP,FDIALUPP,FELEP,FFINCP,FFSP,FFULP,FGASP,FGRNTP,FHFLP,FHINCP,FHISPEEDP,FHOTWATP,FINSP,FKITP,FLAPTOPP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FOTHSVCEXP,FPLMP,FPLMPRP,FREFRP,FRMSP,FRNTMP,FRNTP,FRWATP,FRWATPRP,FSATELLITEP,FSINKP,FSMARTPHONP,FSMOCP,FSMP,FSMXHP,FSMXSP,FSTOVP,FTABLETP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYRBLTP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,GEO_CODE
H,11,5,104,3,10,1046695,1053131,5,4,1,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,280.0,2.0,2.0,,2.0,,1.0,1.0,9.0,800.0,1.0,,1.0,1300.0,1.0,1.0,2.0,1.0,7.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,215000.0,3.0,3.0,720.0,1960.0,1.0,122000.0,2.0,,,1.0,9500.0,35.0,1.0,1.0,1.0,1.0,122000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,16.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,1640.0,3.0,0.0,1.0,4050.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,9,2,5,6,10,6,9,9,2,2,5,6,6,4,8,2,5,9,6,4,2,9,6,5,2,7,2,2,9,9,5,5,6,5,2,10,6,8,6,4,1,8,5,5,2,6,1,2,8,8,6,5,7,5,2,11,5,1,5,5,9,2,6,6,9,7,8,8,2,2,6,5,6,6,8,2,6,2,10001040100
H,12,5,104,3,10,1000000,1029928,30,1,1,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,50.0,2.0,3.0,100.0,4.0,230.0,3.0,2.0,9.0,1200.0,1.0,,1.0,1400.0,1.0,1.0,2.0,1.0,9.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,230000.0,1.0,3.0,200.0,1950.0,,,,,,1.0,9500.0,29.0,1.0,2.0,6.0,5.0,34920.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,59.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,1705.0,3.0,0.0,1.0,3450.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,49,32,22,35,9,25,35,47,8,41,60,36,23,11,11,51,33,29,9,35,62,23,35,40,9,29,19,51,11,45,41,27,28,10,9,54,28,32,15,28,48,27,32,35,6,28,30,48,7,47,50,40,43,8,8,55,24,28,9,35,40,29,29,31,8,29,26,57,12,40,78,27,31,13,9,50,26,33,8,10001040100
H,13,5,102,3,10,1078962,1093093,16,2,1,1.0,,,1.0,2.0,9.0,1.0,2.0,,2.0,3.0,70.0,2.0,2.0,,3.0,,3.0,1.0,9.0,,1.0,,,,,,2.0,1.0,6.0,2.0,1400.0,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,2.0,1.0,,1980.0,1.0,103000.0,4.0,1470.0,17.0,4.0,1970.0,27.0,1.0,6.0,1.0,2.0,103000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,,,1.0,0.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,30,22,13,16,19,15,18,6,20,24,4,17,5,13,27,16,24,5,30,17,8,5,14,25,18,18,17,19,14,7,24,17,26,18,5,16,4,20,7,20,21,29,24,16,13,23,12,6,16,26,5,15,7,19,27,15,24,8,19,14,3,7,19,18,17,19,13,24,11,3,39,15,26,22,5,18,3,20,11,10001040100
H,14,5,104,3,10,1046695,1053131,2,4,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,150.0,2.0,2.0,,4.0,40.0,1.0,1.0,9.0,1500.0,1.0,,1.0,1800.0,1.0,1.0,2.0,1.0,10.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,266000.0,2.0,3.0,60.0,2010.0,1.0,120800.0,2.0,,,1.0,9500.0,51.0,1.0,1.0,1.0,1.0,120800.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,20.0,0.0,1.0,9.0,0.0,1.0,1.0,1.0,3.0,1995.0,3.0,0.0,1.0,1550.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,3,1,1,2,1,3,2,1,2,2,1,0,2,2,2,3,1,0,2,3,1,2,3,2,2,1,1,3,2,1,2,2,2,2,2,1,2,1,1,3,1,3,3,1,2,1,1,2,2,2,3,3,1,1,2,1,2,3,2,1,3,1,1,2,1,2,2,1,1,2,2,0,2,2,2,3,1,3,10001040100
H,15,5,104,3,10,1059761,1070512,10,2,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,70.0,2.0,2.0,,4.0,100.0,1.0,1.0,9.0,1200.0,1.0,,1.0,1700.0,1.0,1.0,2.0,1.0,11.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,310000.0,2.0,3.0,640.0,1939.0,2.0,156470.0,4.0,,,1.0,9500.0,62.0,1.0,1.0,1.0,2.0,156470.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,1.0,9.0,0.0,0.0,2.0,0.0,3.0,1923.0,3.0,0.0,1.0,2550.0,1.0,8.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,11,3,9,12,11,19,12,11,3,18,3,3,9,11,18,20,3,10,3,9,11,18,9,11,9,3,11,10,18,3,17,18,11,10,3,3,17,11,3,11,12,17,10,10,11,3,10,10,19,4,19,18,10,10,3,4,20,11,18,10,9,3,10,10,10,18,11,12,2,18,3,3,11,9,17,18,3,11,18,10001040100
H,16,5,200,3,10,1078962,1093093,20,1,1,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,180.0,2.0,2.0,,4.0,40.0,1.0,2.0,9.0,1300.0,1.0,,1.0,1900.0,1.0,1.0,2.0,1.0,8.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,250000.0,1.0,3.0,20.0,1980.0,,,,,,1.0,9500.0,47.0,1.0,2.0,6.0,5.0,43000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,59.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,2122.0,3.0,0.0,1.0,3350.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,6,33,17,5,10,20,18,18,21,15,32,17,7,38,23,34,21,8,32,19,5,29,19,6,6,16,22,22,18,28,34,20,9,32,21,30,18,5,8,16,41,7,26,40,23,18,22,18,18,21,7,29,30,6,24,5,20,28,8,23,35,8,19,23,34,31,13,14,26,15,6,18,27,7,20,8,19,40,31,10001040100
H,17,5,102,3,10,1078962,1093093,7,3,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,230.0,2.0,2.0,,4.0,30.0,1.0,1.0,9.0,1600.0,1.0,,1.0,2000.0,1.0,1.0,2.0,1.0,9.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,400000.0,4.0,3.0,200.0,1990.0,1.0,161000.0,4.0,,,3.0,1110.0,70.0,1.0,1.0,1.0,2.0,161000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,1.0,2277.0,3.0,0.0,1.0,2550.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,8,2,2,7,8,8,8,8,13,8,3,12,6,12,8,2,8,3,12,12,7,2,2,8,9,8,8,8,13,8,2,13,7,13,8,2,8,2,14,12,7,1,2,7,8,8,8,7,13,7,2,14,8,14,8,2,8,3,13,13,7,2,2,8,8,7,7,9,12,7,3,14,9,13,8,3,7,2,12,10001040100
H,18,5,104,3,10,1059761,1070512,23,3,1,1.0,1.0,,1.0,3.0,3.0,1.0,2.0,0.0,2.0,3.0,150.0,2.0,2.0,,4.0,60.0,1.0,1.0,9.0,600.0,1.0,,1.0,1300.0,1.0,1.0,2.0,1.0,4.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,160000.0,2.0,3.0,1200.0,2000.0,1.0,45900.0,2.0,,,1.0,9500.0,44.0,1.0,6.0,1.0,1.0,45900.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,42.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,1610.0,3.0,0.0,1.0,75.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,8,38,26,30,6,18,8,7,46,40,28,24,27,21,6,51,20,21,7,20,31,7,29,20,30,18,32,37,10,7,16,30,30,25,35,7,20,20,8,33,39,9,21,18,37,18,39,35,7,5,21,25,24,25,48,7,21,29,42,21,7,41,21,28,6,24,8,7,38,40,20,22,20,20,7,38,25,27,36,10001040100
H,19,5,300,3,10,1078962,1093093,5,5,1,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,250.0,1.0,2.0,,4.0,30.0,1.0,2.0,9.0,1200.0,1.0,,1.0,560.0,1.0,1.0,2.0,1.0,7.0,,,1.0,9.0,2.0,1.0,1.0,160.0,1.0,1.0,1.0,1.0,,150000.0,2.0,3.0,1200.0,1950.0,1.0,39000.0,2.0,,,1.0,9500.0,39.0,1.0,1.0,1.0,1.0,39000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,0.0,0.0,3.0,34.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,1100.0,1.0,0.0,1.0,1550.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,5,10,10,10,6,2,5,9,5,4,8,5,1,2,2,6,9,5,5,4,5,1,1,1,5,9,5,2,6,5,2,6,9,9,10,6,8,5,4,6,4,1,2,1,5,9,5,2,5,4,2,6,8,9,9,5,1,4,6,4,6,10,10,9,4,2,5,10,5,5,8,5,2,2,2,6,1,10001040100
H,20,5,102,3,10,1059761,1070512,15,3,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,280.0,2.0,2.0,,2.0,,1.0,1.0,9.0,530.0,1.0,,1.0,1400.0,1.0,1.0,2.0,1.0,9.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,3.0,3.0,920.0,1960.0,1.0,173000.0,4.0,,,1.0,9500.0,52.0,1.0,1.0,1.0,2.0,173000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,1757.0,3.0,0.0,1.0,2050.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,22,14,14,4,25,13,17,23,14,15,21,13,16,14,25,16,23,24,22,24,4,15,15,27,4,14,16,5,13,13,4,17,15,12,4,15,23,25,24,23,4,14,15,22,4,13,16,4,13,15,4,16,19,12,4,14,5,4,4,5,23,15,15,4,24,11,15,24,12,14,27,17,16,12,25,16,10001040100
H,21,5,200,3,10,1046695,1053131,4,1,1,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,50.0,2.0,3.0,1800.0,4.0,20.0,4.0,1.0,9.0,370.0,1.0,,,,,3.0,2.0,1.0,6.0,,,1.0,9.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,,165000.0,1.0,3.0,50.0,1939.0,,,,,,1.0,9500.0,68.0,1.0,1.0,6.0,5.0,68200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,,0.0,0.0,0.0,6.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,3.0,343.0,,0.0,1.0,1050.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,4,6,3,5,1,5,1,4,1,4,4,6,4,4,5,1,1,5,4,3,7,3,1,5,3,7,3,1,4,2,4,3,1,1,5,3,5,3,6,5,3,6,5,3,2,5,1,3,2,4,5,5,5,4,5,2,1,4,3,4,6,3,1,6,4,5,4,2,4,1,6,4,1,1,4,4,4,4,10001040100
H,22,5,102,3,10,1059761,1070512,31,4,1,1.0,1.0,,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,130.0,2.0,2.0,,2.0,,1.0,1.0,9.0,90.0,1.0,,1.0,1500.0,1.0,1.0,2.0,1.0,7.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,188000.0,2.0,3.0,500.0,1980.0,3.0,85000.0,1.0,,,1.0,9500.0,39.0,1.0,1.0,3.0,3.0,233400.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,9.0,4.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,1672.0,3.0,0.0,1.0,1750.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,29,47,28,32,51,30,10,8,10,29,28,30,32,30,50,55,57,37,56,49,30,9,33,27,11,32,49,61,56,33,35,31,29,29,9,9,9,26,7,9,27,48,33,31,51,31,12,9,9,26,28,30,30,30,51,51,53,28,52,53,33,10,27,32,11,29,58,46,66,30,33,35,37,32,7,9,9,30,9,10001040100
H,23,5,103,3,10,1046695,1053131,1,1,1,3.0,1.0,,1.0,4.0,2.0,,2.0,0.0,,3.0,200.0,2.0,2.0,,2.0,,1.0,,9.0,1000.0,2.0,,,,,3.0,,1.0,8.0,,,1.0,9.0,,1.0,2.0,,1.0,2.0,1.0,2.0,,200000.0,1.0,3.0,130.0,1940.0,,,,,,1.0,9500.0,90.0,1.0,1.0,6.0,5.0,24000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,17.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,1.0,330.0,,0.0,1.0,425.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,2,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,10001040100
H,24,5,102,3,10,1078962,1093093,18,3,1,1.0,,,1.0,2.0,6.0,1.0,2.0,,2.0,3.0,300.0,1.0,2.0,,2.0,,3.0,2.0,9.0,,2.0,,,,,,2.0,1.0,10.0,2.0,960.0,1.0,9.0,2.0,1.0,2.0,,1.0,2.0,1.0,3.0,,,1.0,2.0,,1940.0,,10000.0,2.0,1260.0,101.0,1.0,9500.0,47.0,1.0,2.0,3.0,6.0,10000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,,0.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,,,1.0,0.0,,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,31,30,6,20,15,39,6,21,19,6,17,15,5,18,19,18,6,41,16,5,4,5,30,19,14,4,27,18,18,28,17,19,30,19,20,20,38,6,19,6,6,5,30,14,21,5,26,17,17,28,14,15,36,14,16,18,33,8,19,38,36,33,7,15,20,33,6,16,19,5,17,16,5,19,17,15,6,31,18,10001040100
H,25,5,102,3,10,1000000,1029928,15,2,1,1.0,1.0,,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,180.0,2.0,2.0,,2.0,,1.0,1.0,9.0,900.0,1.0,,,,,3.0,2.0,1.0,9.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,400000.0,2.0,3.0,1500.0,1960.0,1.0,172200.0,4.0,,,1.0,9500.0,67.0,1.0,1.0,1.0,2.0,172200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,3.0,630.0,,0.0,1.0,2950.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,24,16,16,12,17,28,14,17,5,4,24,25,6,16,27,4,4,16,16,16,4,15,18,17,14,4,15,16,24,29,5,4,26,14,4,25,27,15,16,16,27,15,12,15,20,28,15,15,5,3,23,24,5,18,27,5,5,14,16,13,4,15,16,19,14,4,18,14,24,29,4,5,26,13,5,26,26,15,15,10001040100
H,26,5,102,3,10,1046695,1053131,1,4,1,1.0,1.0,,1.0,5.0,2.0,1.0,2.0,0.0,2.0,3.0,400.0,2.0,2.0,,2.0,,1.0,1.0,9.0,2000.0,1.0,,,,,3.0,2.0,1.0,11.0,,,1.0,9.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,300000.0,4.0,3.0,250.0,1990.0,1.0,932420.0,4.0,,,1.0,9500.0,63.0,1.0,1.0,1.0,2.0,932420.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,0.0,2.0,2.0,3.0,892.0,,0.0,1.0,3650.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,1,1,2,2,2,2,1,1,2,2,1,0,0,0,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,0,1,0,0,2,1,1,2,2,0,1,2,1,1,2,0,1,1,1,0,2,3,2,2,0,1,1,1,2,1,1,1,0,1,1,0,1,1,1,0,2,2,2,2,0,1,1,10001040100
H,27,5,102,3,10,1105263,1117630,14,3,1,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,0.0,2.0,3.0,280.0,2.0,2.0,,3.0,,1.0,1.0,9.0,1900.0,1.0,,1.0,2400.0,1.0,1.0,2.0,1.0,14.0,,,1.0,9.0,2.0,1.0,1.0,500.0,1.0,1.0,1.0,1.0,,750000.0,3.0,3.0,230.0,1990.0,3.0,,,,,1.0,9500.0,71.0,1.0,1.0,5.0,4.0,200100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,1.0,0.0,19.0,2.0,1.0,9.0,0.0,0.0,2.0,2.0,3.0,3199.0,2.0,0.0,1.0,6500.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,22,3,4,5,4,23,15,13,4,24,13,14,27,12,13,22,13,14,14,14,4,25,22,23,25,4,15,14,24,4,14,14,4,14,15,4,15,13,14,14,4,23,24,22,23,4,14,14,26,4,14,13,4,15,13,4,14,12,14,12,25,4,4,5,4,25,13,14,4,25,14,15,29,12,13,25,13,16,13,10001040100
